7,16,11,11,14,11,11,9,12,12,6,5,16,11,16,15,6,11,6,7,8,7,14,11,14,7,9,8,6,11,7,7,11,8,11,8,13,13,8,6,7,11,8,9,11,11,11,9,8,11,7,5,11,4,11,10,8,7,8,12,11,8,7,11,11,9,11,6,4,4,7,12,8,6,13,11,7,11,5,8,9,11,8,12,8,7,11,6,7,7,11,9,11,7,6,12,11,11,12,9
9,6,7,10,9,10,9,6,9,10,7,12,12,9,8,9,10,10,10,9,9,6,10,7,10,9,9,10,8,7,10,10,10,8,7,11,11,7,9,11,12,8,7,10,9,9,8,9,9,11,7,7,7,8,9,7,10,12,8,10,9,8,7,11,9,10,12,12,8,6,10,7,7,10,10,6,9,9,10,11,12,8,6,10,8,11,10,7,9,8,9,12,11,8,10,9,11,9,8,6
12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,7,7,7,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,7,7,8,9,10,10,10,7,7,7,7,10,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,7,7,7,7,10,10,10,10,10,10,10,10,10
5,6,6,6,6,6,5,5,5,5,5,5,5,5,6,8,6,8,6,6,6,6,7,8,7,8,6,8,7,8,8,2,5,5,5,5,6,5,5,5,5,7,8,8,8,8,8,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8,8,8,5,8,7,9,7,6,7,8,4,7,9,9,8,6,7,6,8
8,4,8,5,10,8,7,9,11,5,3,4,8,7,6,8,6,7,11,8,4,8,4,6,9,3,4,7,8,5,6,5,8,8,7,9,6,7,8,8,8,7,9,6,7,8,7,9,4,6,7,5,5,11,6,5,6,7,4,7,7,8,7,5,7,7,8,8,6,7,8,6,5,7,9,7,7,8,11,6,7,8,8,8,6,6,8,7,6,8,7,7,8,6,7,5,5,5,8,5
9,11,9,9,9,9,8,8,11,9,8,11,9,8,9,8,9,8,9,8,11,9,9,9,8,9,10,8,8,10,9,10,9,9,9,8,9,7,9,7,9,9,9,7,9,11,9,11,10,9,9,8,9,9,9,9,8,8,11,8,11,9,11,9,9,9,8,11,8,9,8,9,9,9,8,11,8,9,9,9,8,9,9,11,11,11,7,11,9,9,11,9,13,9,9,9,9,8,9,8
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6
7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,8,8,8,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,5,7,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,5,5,5,5,5,5,5,5,5,5,7,5,7,7,7,7,7,7,7,7,7,7
8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,12,5
10,12,13,7,5,7,9,12,10,7,5,13,8,9,12,12,8,6,7,12,12,9,6,7,10,10,6,6,13,8,8,13,8,6,6,7,6,9,10,8,7,5,7,7,9,13,12,10,6,9,5,12,7,9,7,14,8,14,7,7,7,10,6,7,9,10,12,13,14,13,10,10,9,9,9,9,7,10,9,14,13,7,14,9,5,10,5,7,14,7,8,10,6,10,7,8,9,7,7,10
8,2,6,7,7,5,7,8,5,4,5,6,5,8,7,6,9,6,5,7,1,4,5,8,6,6,3,7,9,7,4,1,8,8,4,5,7,4,9,8,8,8,4,8,6,8,3,7,7,8,8,5,8,8,6,5,5,3,5,8,6,7,9,6,6,3,4,9,7,4,8,8,5,4,3,8,8,5,8,9,5,8,9,8,2,6,3,6,6,7,8,4,5,6,6,2,7,4,2,6
10,10,8,8,7,7,6,7,9,8,7,10,10,7,6,9,8,7,9,8,9,6,7,5,6,10,8,7,8,10,7,7,9,6,10,8,8,7,7,10,4,9,10,8,7,10,11,10,10,9,9,11,8,7,8,7,7,8,10,6,10,11,11,6,9,7,8,7,6,10,10,9,10,9,9,10,8,7,7,11,10,8,10,7,6,6,10,10,11,8,9,8,10,4,6,4,5,6,4,5
4,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,5,5,8,8,8,8,6,8,8,8,8,8,6,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,8,8,8,6,6,6,6,5,5,5,4,4,4,5,5,5,4,5,8,8,8,8,5,5,8,5,4,4,4,4,4,4,4,4,4,4,4,4
4,9,7,14,9,7,9,6,12,14,8,6,5,10,10,13,7,9,11,9,13,9,6,13,5,9,9,6,6,9,10,13,6,7,10,7,10,13,10,6,9,12,14,6,9,6,6,10,8,9,10,6,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,5,5,5,8,7,10,8,14,10,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5
6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,5,7,7,5,8,8,8,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,7,7,7,7,5,5,5,5,5,5,4,5,7,5,5,4,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
5,6,7,4,4,5,4,5,4,4,14,14,5,5,6,5,5,7,6,4,5,4,5,5,6,5,5,14,5,6,6,5,5,14,4,5,14,4,16,6,5,5,14,5,4,5,5,7,6,5,5,4,7,5,6,16,5,5,7,4,5,7,5,6,4,14,4,4,13,6,4,6,12,4,4,6,13,3,5,4,6,5,4,5,6,5,4,7,13,7,5,7,13,8,13,5,14,7,5,6
3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,6,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,6,5,6,5,6,6,5,6,6,6,5,5,5,5,6,7,6,5,4,4,3,2,5,4,4,4,6,4,4,6,3,3,3,5,2,2,6,3,4,4,2,4,6,4,2,4,5,6,6,4,3,2,6,7,7,6,7,7,6,7,7,7,7,6,7,7,7,7,7,7,5,5,2,6,1,4,3,4,5,3,3
3,7,4,4,4,4,4,4,7,3,7,3,3,3,3,3,3,3,3,3,3,3,7,3,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,4,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,7,3,3,3,3,3,3,3,3,3,3,3,3
9,9,4,9,5,8,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,5,10,5,5,5,5,10,8,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5
9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,7,6,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8
9,10,10,10,10,10,10,10,9,9,9,6,4,4,4,4,4,4,4,4,4,4,4,4,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4
9,6,6,6,6,6,6,9,6,6,6,6,6,6,6,6,6,6,6,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,7,6,6,3,3,3,3,3,3,3,3,3,3,3,8,8,8,3,3,3,3,3,7,8,3
10,10,11,10,10,10,10,10,10,6,10,7,9,11,12,8,10,11,10,11,11,10,8,10,10,8,10,10,10,8,8,8,8,12,8,10,9,10,11,6,7,10,10,10,12,10,10,10,10,10,6,10,6,9,8,10,10,10,8,6,10,9,9,6,6,10,8,6,10,8,12,6,9,11,6,8,6,6,10,9,6,8,8,12,6,8,12,9,8,7,8,8,6,6,10,10,6,10,9,6
7,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,6,6,6,6,6,6,6,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,2,2,2
3,7,5,6,2,7,7,6,7,7,7,7,5,7,5,6,5,6,6,5,5,7,7,8,7,5,4,2,5,5,5,4,5,5,4,5,5,3,5,5,1,3,3,5,3,5,5,3,5,6,5,5,5,5,7,5,7,6,7,5,5,7,7,7,5,7,6,8,7,5,6,5,6,5,5,5,5,6,6,5,6,5,5,7,3,7,5,7,7,4,7,7,6,5,7,7,7,5,2,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,6,5,5,6,4,5,4,6,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
8,9,7,8,6,7,7,8,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,6,5,7,6,8,7,6,6,6,7,7,7,7,6,6,8,6,7,8,9,7,7,2,2,3,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,7,7,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2
4,4,4,5,4,6,5,3,5,5,5,5,6,5,6,5,5,4,10,9,10,5,9,8,9,5,10,7,10,6,9,4,5,4,11,8,10,2,4,5,5,3,2,4,4,2,3,4,3,6,5,4,4,4,5,5,5,4,6,4,9,3,5,4,3,3,3,4,5,5,4,6,5,4,4,4,5,4,6,6,4,4,3,8,10,9,5,9,9,4,10,7,9,7,8,8,9,9,11,11
5,5,8,5,4,5,8,8,7,5,7,4,6,7,6,6,9,4,6,7,2,7,5,5,6,5,5,7,6,7,6,4,8,7,8,5,6,6,8,6,5,6,8,5,8,5,7,6,6,3,5,9,7,6,7,5,8,5,5,9,5,6,6,6,5,6,3,5,5,4,1,8,6,5,6,6,6,7,5,6,6,6,6,3,7,6,4,7,5,7,6,5,5,5,4,7,5,4,5,3
9,10,10,6,7,8,10,9,9,7,10,6,4,4,4,4,4,4,4,4,4,8,4,4,4,6,4,6,6,4,10,10,9,6,7,7,6,5,7,6,8,3,7,8,6,7,8,5,7,7,6,8,10,10,9,6,7,4,4,8,7,8,8,5,6,5,6,6,6,6,7,6,6,8,7,7,6,6,7,7,2,7,7,8,2,7,8,5,7,8,7,7,8,7,5,8,4,7,6,4
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5,2,2,5,5,2,2,6,6,5,5,6,6,5,2,5,2,5,6,5,2,5,5,5,2,5,5,6,5,5,5,5,5,5,6,5,6,5,6,5,5,5,5,6,2,5,5,6,5,5,4,2,5,6,5,5,5,6,5,5,5,2,5,5,5,7,7,1,5,7,3,2,5,5,2,7,5,7,6,7,3,2,2,12,7,7,7,6,7,2,7,5,3,7,7,2,2,7,0,2
5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,7,6,7,7,5,6,7,8,5,5,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,6,6,6,6,6,6,6,6,6,9,6,6,6,6,6,6,5,8,6,6,6,6,6,6,6
6,7,10,5,6,8,7,8,10,10,10,10,10,7,6,10,8,7,10,10,7,10,8,10,13,10,10,13,6,6,8,7,6,10,6,6,8,6,6,8,6,7,6,8,7,4,6,8,8,8,8,8,8,6,8,8,8,8,6,6,6,6,8,8,10,7,10,8,6,6,13,10,8,9,7,5,6,10,13,6,7,8,6,7,7,6,6,7,10,7,7,8,6,10,10,8,10,7,10,10
5,9,9,9,9,9,9,9,9,9,9,9,5,7,9,8,6,13,13,10,12,7,4,7,9,9,13,10,8,7,7,7,7,9,9,9,3,5,5,4,3,5,3,5,8,3,2,5,2,5,2,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,6,2,3,5,3,3,3,3,3,2,3,3,5,2,11,2,13,2,2,2,3,6,3,3,3,3,3,5,5
4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,6,6,6,3,3,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6
12,17,17,16,17,17,17,17,17,16,19,9,16,13,17,11,15,17,16,17,11,18,18,17,18,18,16,16,17,17,15,14,16,18,19,16,17,10,18,18,15,18,18,18,18,15,17,17,13,17,17,17,18,12,10,11,18,16,17,20,17,19,16,17,11,12,18,13,18,14,17,18,18,18,16,10,19,18,11,18,18,17,12,16,17,18,17,12,11,13,17,10,16,18,18,18,18,18,18,17
5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,6,6,3,3,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
16,16,17,16,17,16,16,17,17,17,16,17,16,16,17,16,17,17,17,16,16,17,17,17,16,17,18,17,17,17,15,18,17,16,18,17,15,16,17,16,17,16,18,16,16,16,15,15,17,16,17,17,16,16,17,17,16,15,17,17,17,17,17,16,16,15,16,16,16,16,16,17,17,15,16,17,17,17,17,17,16,17,17,16,15,17,15,18,16,15,17,17,16,15,16,15,16,15,15,16
1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,8,7,7,7,7,7,7,7,7,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9,9,9,8
4,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,5,3,2,3,3,4,4,4,4,2,2,2,2,2,2,1,4,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,9,9,8,8,8,12,12,10,9,8,8,10,10,10,12,10,10,8,9,8,12,12,5,5,5,5,5,5,9,5,8,11,12,8,10,9,8,8,8,12,8,10,5,11,9,10,9,9,9,12,10,10,8,10,11,8,10,12,11,9,9,8,8,9,9,8,8,12,12,9,9,8,9,10,9,9,9,12,8,10,12,8,10,9,12,12,8,5,9,5,7,7,7,7,7,7,7,5,7
7,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,12,5,10,12,10,12,10,10,12,10,7,7,7,10,10,10,10,9,1,9,9,9,5,9,9,9,9,9,9,10,10,10,10,10,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6
7,10,9,10,8,9,8,8,8,8,10,8,8,9,10,9,8,8,9,8,8,8,8,10,8,9,9,9,9,8,14,8,8,8,8,5,5,5,5,5,8,10,8,8,9,8,8,8,8,8,8,10,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
